batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,0,,,0.035022735595703125,0.0,4656.0,4656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.14788532257080078,0.0,4.672235488891602,106.93653106689453,,,
,2,0.0,2.4861390590667725,,,,,0.051765285432338715,0.026779904961586,0.006972994655370712,0.9989292621612549,0.05180291831493378,0.05156458914279938,0.05185585096478462,0.051736991852521896,0.05164533481001854,0.051594868302345276,0.051738958805799484,0.052256323397159576,0.05208957567811012,0.052179183810949326,0.05128670856356621,0.051867321133613586,0.051137931644916534,0.0068867625668644905,0.9996471405029297,0.051602959632873535,0.026582535356283188,0.009128116071224213,1.0042916536331177,0.05162547528743744,0.05156812444329262,0.050953105092048645,0.05132573843002319,0.05146368220448494,0.050899699330329895,0.05171141400933266,0.05220722034573555,0.05142537131905556,0.05084773525595665,0.05149322375655174,0.05178438127040863,0.05144452303647995,0.007143121212720871,0.9988650679588318,1.0041040182113647,0.05158906430006027,19,,,,,0.0,2.4922313690185547,12.08821964263916
,6,1.2242268323898315,2.324993848800659,,,,,0.05238852649927139,0.027751222252845764,0.008494310081005096,0.9984272122383118,0.05204519256949425,0.052105613052845,0.05245130881667137,0.05194121226668358,0.05258624255657196,0.052546001970767975,0.052064452320337296,0.052762001752853394,0.052601899951696396,0.05239437520503998,0.05203636735677719,0.052581824362277985,0.0514591783285141,0.008466599509119987,0.9992468953132629,0.05213368311524391,0.027389701455831528,0.016084661707282066,1.0139533281326294,0.05179514363408089,0.05235463008284569,0.051820628345012665,0.05148296058177948,0.05181087926030159,0.05126953125,0.05186043679714203,0.05255419388413429,0.051732707768678665,0.051054682582616806,0.05180476978421211,0.05207190662622452,0.051561422646045685,0.008793676272034645,0.998385488986969,1.003921389579773,0.05328597128391266,39,,,,,0.9235395193099976,2.336742877960205,10.347478866577148
,10,1.1168384552001953,2.3046281337738037,,,,,0.052516594529151917,0.02793821692466736,0.00874363537877798,0.9983164668083191,0.052101943641901016,0.05226532369852066,0.052605751901865005,0.051980841904878616,0.05294232815504074,0.052816275507211685,0.05222155526280403,0.052885107696056366,0.05272633582353592,0.05241876840591431,0.0521959587931633,0.05273924767971039,0.05153465270996094,0.008716979995369911,0.9992080330848694,0.05226689949631691,0.027554910629987717,0.01953059248626232,1.0199666023254395,0.051813509315252304,0.052519749850034714,0.051999159157276154,0.05150221660733223,0.05185998976230621,0.05130583420395851,0.05187337100505829,0.05263250321149826,0.05179291218519211,0.051091764122247696,0.051859620958566666,0.05209657549858093,0.051566265523433685,0.00913226418197155,0.9982843399047852,1.0038965940475464,0.054386455565690994,59,,,,,0.9879724979400635,2.3156726360321045,10.131735801696777
,14,2.2121994495391846,2.2954699993133545,,,,,0.05253508314490318,0.027969039976596832,0.008744624443352222,0.9983278512954712,0.05217449739575386,0.0526077076792717,0.052869219332933426,0.05212835967540741,0.05331151932477951,0.05306269973516464,0.052505530416965485,0.05297812074422836,0.05281488969922066,0.052453137934207916,0.052201904356479645,0.052739258855581284,0.05153641104698181,0.008720806799829006,0.9992763996124268,0.05229794234037399,0.02759406715631485,0.02140016295015812,1.0236397981643677,0.051808763295412064,0.05255270376801491,0.05203261971473694,0.05149873346090317,0.05189723148941994,0.0513102225959301,0.051864154636859894,0.05264126509428024,0.05180079862475395,0.0510869063436985,0.05186024308204651,0.05206441506743431,0.05157659947872162,0.009184232912957668,0.9982913732528687,1.0039315223693848,0.055108919739723206,79,,,,,1.8900344371795654,2.309812068939209,10.072530746459961
,18,2.3410654067993164,2.2795326709747314,,,,,0.05255012586712837,0.02798563428223133,0.008644573390483856,0.9983828067779541,0.05237856134772301,0.052935510873794556,0.053235091269016266,0.05256674438714981,0.0536968931555748,0.05339527130126953,0.05318964272737503,0.05316629260778427,0.05296049639582634,0.05254528671503067,0.05220814794301987,0.05273429676890373,0.051585402339696884,0.00872642919421196,0.9994717836380005,0.052300214767456055,0.02760688215494156,0.02283349074423313,1.0264859199523926,0.0517975352704525,0.05250093340873718,0.05198191851377487,0.05146526172757149,0.051937807351350784,0.051281560212373734,0.05186864733695984,0.0527719110250473,0.051940396428108215,0.05111735686659813,0.051963094621896744,0.05218498408794403,0.05160391330718994,0.009112282656133175,0.9983732104301453,1.004012107849121,0.05570726841688156,99,,,,,1.8256014585494995,2.29532527923584,9.927664756774902
,22,2.6417527198791504,2.260488510131836,,,,,0.0525808148086071,0.02802479825913906,0.008501656353473663,0.9986007809638977,0.05269612744450569,0.05330359935760498,0.05369392782449722,0.053191542625427246,0.05416819080710411,0.05387174338102341,0.054069437086582184,0.05346390977501869,0.05327589437365532,0.05276154354214668,0.05220725014805794,0.052694834768772125,0.05161609500646591,0.008707022294402122,0.9998677968978882,0.0523257814347744,0.027632927522063255,0.02417423576116562,1.0294219255447388,0.05182434618473053,0.052511245012283325,0.051980216056108475,0.05150241032242775,0.05211320519447327,0.05143597349524498,0.051918093115091324,0.053081363439559937,0.05224708467721939,0.05120813101530075,0.0521378219127655,0.052389439195394516,0.05168274790048599,0.008953144773840904,0.9985264539718628,1.0041508674621582,0.05634941905736923,119,,,,,1.7182130813598633,2.2879199981689453,9.854418754577637
,26,2.5343642234802246,2.2501070499420166,,,,,0.052597109228372574,0.02803867496550083,0.008320418186485767,0.9986425042152405,0.053024325519800186,0.05376787111163139,0.054429519921541214,0.053795281797647476,0.05463104322552681,0.05448627471923828,0.05484599620103836,0.05382654815912247,0.053731899708509445,0.05311930552124977,0.05232718586921692,0.05276472494006157,0.05167808383703232,0.008666733279824257,1.0001327991485596,0.0523526631295681,0.02765348181128502,0.02525412105023861,1.0319981575012207,0.05180663242936134,0.052387088537216187,0.05166095122694969,0.05141638219356537,0.05229785665869713,0.05159710347652435,0.05197653919458389,0.053295109421014786,0.05237927660346031,0.05127327889204025,0.05220086872577667,0.052470967173576355,0.051732197403907776,0.008828232064843178,0.998622715473175,1.0043543577194214,0.057010866701602936,139,,,,,1.997422695159912,2.2942984104156494,9.917475700378418
,30,3.6082475185394287,2.2273190021514893,,,,,0.05262451618909836,0.028051629662513733,0.008127696812152863,0.9989426732063293,0.053493283689022064,0.05422225221991539,0.055514272302389145,0.054531775414943695,0.05517985299229622,0.05540464445948601,0.0558633878827095,0.054345209151506424,0.054500896483659744,0.05370967090129852,0.05239240452647209,0.05276486277580261,0.051725104451179504,0.008736926130950451,1.0007636547088623,0.052399422973394394,0.027698088437318802,0.0262695774435997,1.0345746278762817,0.051820721477270126,0.052314773201942444,0.05145566910505295,0.05138017609715462,0.05256073549389839,0.05176778882741928,0.052052613347768784,0.05350055173039436,0.0524323545396328,0.05131660774350166,0.052391402423381805,0.05270794779062271,0.05182896554470062,0.008782131597399712,0.998921275138855,1.0046402215957642,0.05774157494306564,159,,,,,1.5678694248199463,2.3167531490325928,10.14268970489502
,34,4.123711585998535,2.193197011947632,,,,,0.05269967392086983,0.028114549815654755,0.008052714169025421,0.9995948076248169,0.054103508591651917,0.054759103804826736,0.05700742453336716,0.05541263148188591,0.05577375367283821,0.05671478807926178,0.05699486285448074,0.05489783361554146,0.05566846951842308,0.05441813915967941,0.05262484401464462,0.05300555005669594,0.051901888102293015,0.008978944271802902,1.0017527341842651,0.05247339606285095,0.027758793905377388,0.027201015502214432,1.0378198623657227,0.05190618708729744,0.052240319550037384,0.05130169913172722,0.05134700611233711,0.05311870947480202,0.05241282284259796,0.052250754088163376,0.05390756204724312,0.05287567526102066,0.05146403983235359,0.05270886793732643,0.053094033151865005,0.05201411247253418,0.008648738265037537,0.999334990978241,1.0049744844436646,0.05867359787225723,179,,,,,1.3960481882095337,2.374608039855957,10.746800422668457
