batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
,38,2.9787232875823975,2.2556087970733643,,,,,0.05259155482053757,0.027875138446688652,0.00855430867522955,0.9988023638725281,0.05124877765774727,0.05221954733133316,0.051708947867155075,0.052165523171424866,0.05267559736967087,0.05235939472913742,0.05256660655140877,0.05249496549367905,0.052700575441122055,0.051609717309474945,0.052313823252916336,0.05248633399605751,0.05154651403427124,0.009157388471066952,0.9989607334136963,0.05203685536980629,0.027430426329374313,0.0172712504863739,1.0139732360839844,0.05184556171298027,0.05230218172073364,0.05234105512499809,0.051564913243055344,0.052509333938360214,0.05257033556699753,0.051664818078279495,0.05240117013454437,0.052417077124118805,0.05089206248521805,0.05282346159219742,0.05276549980044365,0.05185709148645401,0.008686049841344357,0.9985788464546204,0.9980559349060059,0.05354798212647438,39,,,,,0.9620763063430786,2.441512107849121,11.490402221679688
,42,2.5531914234161377,2.2403597831726074,,,,,0.05264703929424286,0.027953749522566795,0.008644141256809235,0.9987989664077759,0.051300112158060074,0.052235301584005356,0.051727861166000366,0.052192457020282745,0.05272410809993744,0.052392132580280304,0.052595194429159164,0.05267879366874695,0.05287216603755951,0.05169665440917015,0.052555862814188004,0.05265942960977554,0.0516858845949173,0.009279045276343822,0.9989763498306274,0.05208112299442291,0.027487630024552345,0.018400151282548904,1.0157544612884521,0.0518706850707531,0.0524352490901947,0.05243696644902229,0.0516129806637764,0.05261480435729027,0.052691102027893066,0.051695317029953,0.052440498024225235,0.05245646461844444,0.05090274289250374,0.05288999527692795,0.05284613370895386,0.051884423941373825,0.008793553337454796,0.9985729455947876,0.9980699419975281,0.05385207757353783,43,,,,,0.9508894085884094,2.4305360317230225,11.364973068237305
,46,2.9787232875823975,2.225255012512207,,,,,0.0526864230632782,0.02801089733839035,0.0087039265781641,0.9988369941711426,0.05136335641145706,0.05225041136145592,0.05175038054585457,0.05221954360604286,0.05275402218103409,0.052396271377801895,0.05261396989226341,0.05287504196166992,0.053058452904224396,0.05181102454662323,0.052819665521383286,0.052870042622089386,0.05187376216053963,0.009368606843054295,0.9990370273590088,0.05211211368441582,0.027529601007699966,0.019391153007745743,1.0174074172973633,0.05189693719148636,0.05259290337562561,0.05254863575100899,0.0516626201570034,0.05273580178618431,0.052823297679424286,0.05172799900174141,0.052466027438640594,0.05248154699802399,0.05091695487499237,0.05293959751725197,0.05290624499320984,0.05191395431756973,0.008865712210536003,0.998599112033844,0.9980975985527039,0.05412926897406578,47,,,,,0.9397024512290955,2.427436590194702,11.329802513122559
,50,3.4042551517486572,2.2051892280578613,,,,,0.052715059369802475,0.02805507369339466,0.008730340749025345,0.9989292621612549,0.05144594982266426,0.0522746667265892,0.05177919939160347,0.05224742740392685,0.052785877138376236,0.05238564684987068,0.052641693502664566,0.05307573452591896,0.05325042083859444,0.05196168273687363,0.05309276655316353,0.053119029849767685,0.05211704969406128,0.00941493920981884,0.9991419315338135,0.052134253084659576,0.02756131999194622,0.020260673016309738,1.0189638137817383,0.05192895233631134,0.05278482288122177,0.052690986543893814,0.051721177995204926,0.05288362130522728,0.05298467352986336,0.05177011340856552,0.052487555891275406,0.05250120908021927,0.0509403832256794,0.05299539491534233,0.052961234003305435,0.05195270851254463,0.008903100155293941,0.9986581802368164,0.9981412291526794,0.05438419431447983,51,,,,,0.8949547410011292,2.420023202896118,11.24612045288086
,54,3.829787015914917,2.1766045093536377,,,,,0.0527353510260582,0.028091581538319588,0.008727616630494595,0.9990805983543396,0.05156237259507179,0.05231795459985733,0.051815811544656754,0.05228753387928009,0.052835844457149506,0.05237922444939613,0.052680857479572296,0.05329497531056404,0.053461287170648575,0.05216570943593979,0.05337931215763092,0.05340820178389549,0.052440013736486435,0.009432395920157433,0.9993026256561279,0.052150215953588486,0.02758563682436943,0.021038930863142014,1.0205004215240479,0.05197194591164589,0.053019728511571884,0.05287592113018036,0.0517936572432518,0.0530659519135952,0.053190622478723526,0.05182866007089615,0.05252469703555107,0.0525340810418129,0.050981298089027405,0.05305013060569763,0.053012389689683914,0.05200349912047386,0.008916409686207771,0.9987580180168152,0.9982051849365234,0.05462774634361267,55,,,,,0.9173285961151123,2.4133715629577637,11.171563148498535
,58,7.872340202331543,2.1183526515960693,,,,,0.052749909460544586,0.02812517061829567,0.008729835040867329,0.9993317127227783,0.05173211544752121,0.052374836057424545,0.05185885354876518,0.05235689505934715,0.052905235439538956,0.052395500242710114,0.05273959040641785,0.053539782762527466,0.05371127277612686,0.052449584007263184,0.05369080603122711,0.05375676229596138,0.052875105291604996,0.009462603367865086,0.9995730519294739,0.05216291546821594,0.02760608121752739,0.02175494097173214,1.0220969915390015,0.05203496292233467,0.05331083759665489,0.0531240813434124,0.05189625173807144,0.05329839512705803,0.05346433073282242,0.05191254988312721,0.052587345242500305,0.05259156599640846,0.05104916915297508,0.05311591178178787,0.05307595059275627,0.0520731583237648,0.008924170397222042,0.998924732208252,0.9982981085777283,0.05487382411956787,59,,,,,0.9508894085884094,2.4247617721557617,11.29953670501709
,62,10.21276569366455,2.054288864135742,,,,,0.05276454612612724,0.028166595846414566,0.008779679425060749,0.9997108578681946,0.051957666873931885,0.052448272705078125,0.051913127303123474,0.05246133357286453,0.05299162492156029,0.05245954170823097,0.052831243723630905,0.053765423595905304,0.05398472025990486,0.05281226709485054,0.054015789180994034,0.05418089032173157,0.053417932242155075,0.009526165202260017,0.9999801516532898,0.052180707454681396,0.02763141132891178,0.02244902402162552,1.0239050388336182,0.05213626101613045,0.053671695291996,0.05345982313156128,0.052058421075344086,0.053592123091220856,0.05382430553436279,0.05204738304018974,0.05269370973110199,0.05269395560026169,0.05116622522473335,0.05322243645787239,0.05318089947104454,0.052190039306879044,0.008930118754506111,0.9991800785064697,0.9984195232391357,0.05514635145664215,63,,,,,0.7271507382392883,2.5240564346313477,12.47911548614502
,66,19.574466705322266,1.9154722690582275,,,,,0.05276671051979065,0.028186539188027382,0.00879400223493576,1.000174641609192,0.05211477726697922,0.05255274847149849,0.05194564163684845,0.05248400568962097,0.053072281181812286,0.05251968279480934,0.05289614200592041,0.053905218839645386,0.054189328104257584,0.05310263857245445,0.0543164499104023,0.05463998019695282,0.053871139883995056,0.009404171258211136,1.0003918409347534,0.05221601948142052,0.027655864134430885,0.02319263108074665,1.026023507118225,0.05225078761577606,0.054103586822748184,0.053897179663181305,0.052258267998695374,0.0539664551615715,0.05428418889641762,0.052204471081495285,0.05286674201488495,0.05287177488207817,0.051317982375621796,0.05338931828737259,0.05332889407873154,0.052327465265989304,0.00886545330286026,0.9995002150535583,0.998550295829773,0.055473461747169495,67,,,,,1.006824016571045,2.4762790203094482,11.8969144821167
,70,20.851062774658203,1.7859066724777222,,,,,0.052776459604501724,0.028205014765262604,0.008830154314637184,1.0005780458450317,0.0522843636572361,0.0526546984910965,0.0520026758313179,0.052560724318027496,0.053147073835134506,0.05257217213511467,0.05294617637991905,0.05407102406024933,0.05445331335067749,0.053427740931510925,0.05459781363606453,0.05511443316936493,0.054311227053403854,0.009349740110337734,1.0008420944213867,0.052276015281677246,0.02770550176501274,0.02414645068347454,1.0285930633544922,0.05235219746828079,0.05452631786465645,0.05438334494829178,0.052436668425798416,0.054337553679943085,0.05479425936937332,0.05233180895447731,0.053003162145614624,0.05301536247134209,0.0514233224093914,0.05356495827436447,0.053490765392780304,0.052406128495931625,0.008911196142435074,0.9997955560684204,0.9986850023269653,0.055879417806863785,71,,,,,1.0291979312896729,2.5568745136260986,12.895450592041016
,74,27.659574508666992,1.6633683443069458,,,,,0.052794452756643295,0.028232978656888008,0.008798137307167053,1.0009095668792725,0.052431270480155945,0.05271851271390915,0.0520317517220974,0.052630696445703506,0.05322085693478584,0.05263705179095268,0.05300287529826164,0.05421289801597595,0.0547008253633976,0.053709566593170166,0.05484696105122566,0.055579401552677155,0.05468098074197769,0.009348963387310505,1.0012229681015015,0.052318643778562546,0.02774801291525364,0.025306429713964462,1.0316243171691895,0.05242300033569336,0.05492010340094566,0.05488939955830574,0.052543725818395615,0.0546991191804409,0.05533893406391144,0.05245522782206535,0.05310538038611412,0.053124427795410156,0.05148987099528313,0.05379112437367439,0.05368044972419739,0.052428729832172394,0.00900762714445591,1.0000444650650024,0.9987941384315491,0.05637822672724724,75,,,,,1.3088712692260742,2.594867706298828,13.394815444946289
,78,32.978721618652344,1.52932870388031,,,,,0.0528293177485466,0.02827369049191475,0.008706784807145596,1.0011680126190186,0.05255633965134621,0.05278010666370392,0.052044909447431564,0.052690207958221436,0.053295254707336426,0.05271616205573082,0.053058914840221405,0.0543578639626503,0.05494579300284386,0.053944360464811325,0.055061839520931244,0.0560196153819561,0.05496719479560852,0.009330789558589458,1.001515507698059,0.05237111076712608,0.027800878509879112,0.026689641177654266,1.0350823402404785,0.05249321088194847,0.05531390383839607,0.05542096868157387,0.05267395079135895,0.055052708834409714,0.055903270840644836,0.052547965198755264,0.05317983031272888,0.053204573690891266,0.05154704302549362,0.05406753718852997,0.05389924347400665,0.052443262189626694,0.009089846163988113,1.0002237558364868,0.9988793134689331,0.05697266384959221,79,,,,,1.4207406044006348,2.618422269821167,13.714069366455078
,82,41.702125549316406,1.4038066864013672,,,,,0.05288834869861603,0.028347667306661606,0.008719081990420818,1.0014126300811768,0.05267583578824997,0.05286526307463646,0.05207104980945587,0.05277307704091072,0.05338212847709656,0.05280798673629761,0.05314425379037857,0.05451144650578499,0.05522213876247406,0.05416252091526985,0.05525676906108856,0.05646592751145363,0.05521002411842346,0.009328758344054222,1.0017454624176025,0.052431635558605194,0.027867788448929787,0.02824058011174202,1.038891315460205,0.05259175971150398,0.055695269256830215,0.05596044287085533,0.0528462715446949,0.05538397282361984,0.056463345885276794,0.0526876300573349,0.05323287099599838,0.05326215177774429,0.05162334442138672,0.05437418445944786,0.054128337651491165,0.05249873176217079,0.009163595736026764,1.0003817081451416,0.9989519715309143,0.05764799937605858,83,,,,,1.6780401468276978,2.660707950592041,14.306414604187012
,86,53.40425491333008,1.273335576057434,,,,,0.05296342447400093,0.028444308787584305,0.008695922791957855,1.0016194581985474,0.052774183452129364,0.05298909172415733,0.05212615430355072,0.05286623537540436,0.05348380655050278,0.0529167577624321,0.05322440713644028,0.0546870119869709,0.05553209036588669,0.05435561016201973,0.05543185770511627,0.05691777542233467,0.05539322271943092,0.009271605871617794,1.0018975734710693,0.052523475140333176,0.027969693765044212,0.02998284436762333,1.0429991483688354,0.05270807072520256,0.05609345808625221,0.056544989347457886,0.05303651839494705,0.055704791098833084,0.05703369900584221,0.05284290388226509,0.053269945085048676,0.05330280587077141,0.051732294261455536,0.05468229576945305,0.05434995889663696,0.0525759719312191,0.009192332625389099,1.0005176067352295,0.9990118145942688,0.05840616300702095,87,,,,,1.868217945098877,2.7006959915161133,14.890090942382812
,90,64.46808624267578,1.1411079168319702,,,,,0.05305713787674904,0.02856224589049816,0.00873412936925888,1.0018285512924194,0.05286268889904022,0.053116630762815475,0.052186932414770126,0.05296151712536812,0.05358801409602165,0.053030554205179214,0.05332478508353233,0.054869864135980606,0.05585439130663872,0.05453288555145264,0.055601898580789566,0.05737258866429329,0.05553794279694557,0.009252732619643211,1.0020371675491333,0.052637048065662384,0.028095733374357224,0.03189912438392639,1.0473346710205078,0.052825819700956345,0.056521154940128326,0.05717386305332184,0.053247518837451935,0.05601596087217331,0.057608626782894135,0.05301467329263687,0.05329529196023941,0.05333103984594345,0.05181419849395752,0.054980553686618805,0.05455751717090607,0.05265584960579872,0.009213185869157314,1.0006084442138672,0.9990629553794861,0.05923113971948624,91,,,,,2.091956615447998,2.745297431945801,15.569243431091309
,94,73.19149017333984,1.0102310180664062,,,,,0.053161151707172394,0.02869744785130024,0.00871642678976059,1.0019842386245728,0.05292947590351105,0.05323494225740433,0.05225071310997009,0.05303201451897621,0.053693436086177826,0.053148068487644196,0.053422391414642334,0.055051904171705246,0.056192997843027115,0.05467480793595314,0.0557449609041214,0.05781686678528786,0.05564550310373306,0.009220929816365242,1.0020745992660522,0.05276256799697876,0.028235727921128273,0.033919453620910645,1.051843285560608,0.052944377064704895,0.056962136179208755,0.0578339621424675,0.05344296619296074,0.05633297190070152,0.058224353939294815,0.05317318066954613,0.053312238305807114,0.05335040017962456,0.05189060792326927,0.05528886616230011,0.05480576306581497,0.05273433402180672,0.009230803698301315,1.000675082206726,0.999101996421814,0.06011668220162392,95,,,,,2.4499385356903076,2.7811121940612793,16.136959075927734
,98,80.63829803466797,0.8867477178573608,,,,,0.053281351923942566,0.02885126881301403,0.008724745362997055,1.0021737813949585,0.05299774929881096,0.05334414541721344,0.05232057720422745,0.05310308560729027,0.053790535777807236,0.0532604344189167,0.05351575091481209,0.05524232238531113,0.05657784640789032,0.054825566709041595,0.05589001253247261,0.058235008269548416,0.05574320629239082,0.009199089370667934,1.00211763381958,0.052897192537784576,0.02838701196014881,0.03600859269499779,1.0564699172973633,0.05306868627667427,0.057401929050683975,0.05850643292069435,0.05365149676799774,0.05664588510990143,0.05884529650211334,0.05334115028381348,0.053323227912187576,0.05336349457502365,0.05196147412061691,0.055579639971256256,0.055069051682949066,0.052818749099969864,0.009243974462151527,1.0007414817810059,0.9991341233253479,0.06104477494955063,99,,,,,2.830294370651245,2.8177285194396973,16.738786697387695
,102,85.53191375732422,0.767278790473938,,,,,0.053416937589645386,0.02902485989034176,0.008748694323003292,1.0023529529571533,0.053056180477142334,0.05344608798623085,0.052394796162843704,0.053158413618803024,0.05388494208455086,0.05337763577699661,0.05359799414873123,0.05544605478644371,0.057003844529390335,0.054963402450084686,0.05603296309709549,0.05864128842949867,0.05583338811993599,0.009177383035421371,1.0021333694458008,0.053060032427310944,0.028569281101226807,0.038151539862155914,1.061174988746643,0.05319555848836899,0.05782175436615944,0.05918895825743675,0.053856011480093,0.056975092738866806,0.059501420706510544,0.05351373553276062,0.05333011597394943,0.053372301161289215,0.05203830450773239,0.055872537195682526,0.05537044256925583,0.05290468782186508,0.009279008954763412,1.0008126497268677,0.9991653561592102,0.062004588544368744,103,,,,,2.9086029529571533,2.8632047176361084,17.517576217651367
